component_id,batch_id,batch_id_was_missing,property_name,property_unit,property_value,property_value_numeric,is_numeric_property_value
Дисперсант_1,typical,False,Модификация,,Неборированный,,False
Дисперсант_1,typical,False,Номер CAS,,67762-72-5,,False
Дисперсант_1,typical,False,Содержание Азота,,2.1,2.1,True
Дисперсант_1,typical,False,Содержание Бора,,0.0,0.0,True
Дисперсант_1,typical,False,Содержание масла,,45.0,45.0,True
Дисперсант_1,typical,False,Тип сукцинимида,,Моно,,False
Дисперсант_1,typical,False,"Щелочное число, ASTM D2896",мг KOH/г,45.0,45.0,True
Дисперсант_10,01930.24,False,"Щелочное число, ASTM D2896",мг KOH/г,23.96,23.96,True
Дисперсант_10,typical,False,Индекс полидисперсности,,1.6,1.6,True
Дисперсант_10,typical,False,Кинематическая вязкость,,350.0,350.0,True
Дисперсант_10,typical,False,Класс полиамина,,TEPA,,False
Дисперсант_10,typical,False,"Масса гидрофобного хвоста, г/моль",,1300,1300.0,True
Дисперсант_10,typical,False,Модификация,,Борированный,,False
Дисперсант_10,typical,False,Номер CAS,,134758-95-5,,False
Дисперсант_10,typical,False,Содержание Азота,,1.2,1.2,True
Дисперсант_10,typical,False,Содержание Бора,,0.6,0.6,True
Дисперсант_10,typical,False,Содержание масла,,50.0,50.0,True
Дисперсант_10,typical,False,Тип сукцинимида,,Бис,,False
Дисперсант_11,02688.24,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,488,488.0,True
Дисперсант_11,02688.24,False,"Кислотное число, ГОСТ 11362",мг KOH/г,6.508,6.508,True
Дисперсант_11,02688.24,False,Общее содержание азота | ASTM D3228,%,1.491,1.491,True
Дисперсант_11,02688.24,False,Цвет | ASTM D1500,ед.,7.7,7.7,True
Дисперсант_11,02688.24,False,"Щелочное число, ASTM D2896",мг KOH/г,31.017,31.017,True
Дисперсант_11,02688.24,False,"Щелочное число, ГОСТ 11362",мг KOH/г,20.83,20.83,True
Дисперсант_11,typical,False,Индекс полидисперсности,,1.6,1.6,True
Дисперсант_11,typical,False,Кинематическая вязкость,,488.0,488.0,True
Дисперсант_11,typical,False,Класс полиамина,,TEPA,,False
Дисперсант_11,typical,False,"Масса гидрофобного хвоста, г/моль",,1300,1300.0,True
Дисперсант_11,typical,False,Модификация,,Борированный,,False
Дисперсант_11,typical,False,Номер CAS,,134758-95-5,,False
Дисперсант_11,typical,False,Содержание Азота,,1.2,1.2,True
Дисперсант_11,typical,False,Содержание Бора,,0.6,0.6,True
Дисперсант_11,typical,False,Содержание масла,,50.0,50.0,True
Дисперсант_11,typical,False,Тип сукцинимида,,Бис,,False
Дисперсант_12,02689.24,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,512,512.0,True
Дисперсант_12,02689.24,False,"Кислотное число, ГОСТ 11362",мг KOH/г,5.45,5.45,True
Дисперсант_12,02689.24,False,Общее содержание азота | ASTM D3228,%,1.644,1.644,True
Дисперсант_12,02689.24,False,Цвет | ASTM D1500,ед.,6.9,6.9,True
Дисперсант_12,02689.24,False,"Щелочное число, ASTM D2896",мг KOH/г,31.278,31.278,True
Дисперсант_12,02689.24,False,"Щелочное число, ГОСТ 11362",мг KOH/г,22.26,22.26,True
Дисперсант_12,typical,False,Индекс полидисперсности,,1.6,1.6,True
Дисперсант_12,typical,False,Кинематическая вязкость,,512.0,512.0,True
Дисперсант_12,typical,False,Класс полиамина,,TEPA,,False
Дисперсант_12,typical,False,"Масса гидрофобного хвоста, г/моль",,1300,1300.0,True
Дисперсант_12,typical,False,Модификация,,Борированный,,False
Дисперсант_12,typical,False,Номер CAS,,134758-95-5,,False
Дисперсант_12,typical,False,Содержание Азота,,1.2,1.2,True
Дисперсант_12,typical,False,Содержание Бора,,0.6,0.6,True
Дисперсант_12,typical,False,Содержание масла,,50.0,50.0,True
Дисперсант_12,typical,False,Тип сукцинимида,,Бис,,False
Дисперсант_13,02690.24,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,442,442.0,True
Дисперсант_13,02690.24,False,"Кислотное число, ГОСТ 11362",мг KOH/г,6.174,6.174,True
Дисперсант_13,02690.24,False,Общее содержание азота | ASTM D3228,%,1.664,1.664,True
Дисперсант_13,02690.24,False,Цвет | ASTM D1500,ед.,7.8,7.8,True
Дисперсант_13,02690.24,False,"Щелочное число, ASTM D2896",мг KOH/г,31.885,31.885,True
Дисперсант_13,02690.24,False,"Щелочное число, ГОСТ 11362",мг KOH/г,20.56,20.56,True
Дисперсант_13,typical,False,Индекс полидисперсности,,1.6,1.6,True
Дисперсант_13,typical,False,Кинематическая вязкость,,442.0,442.0,True
Дисперсант_13,typical,False,Класс полиамина,,TEPA,,False
Дисперсант_13,typical,False,"Масса гидрофобного хвоста, г/моль",,1300,1300.0,True
Дисперсант_13,typical,False,Модификация,,Борированный,,False
Дисперсант_13,typical,False,Номер CAS,,134758-95-5,,False
Дисперсант_13,typical,False,Содержание Азота,,1.2,1.2,True
Дисперсант_13,typical,False,Содержание Бора,,0.6,0.6,True
Дисперсант_13,typical,False,Содержание масла,,50.0,50.0,True
Дисперсант_13,typical,False,Тип сукцинимида,,Бис,,False
Дисперсант_2,01025.23,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,417.9,417.9,True
Дисперсант_2,01025.23,False,"Массовая доля кальция, ASTM D6481",% масс,0.0009,0.0009,True
Дисперсант_2,01025.23,False,"Массовая доля серы, ASTM D6481",% масс,0.0027,0.0027,True
Дисперсант_2,01025.23,False,"Массовая доля фосфора, ASTM D6481",% масс,0.0007,0.0007,True
Дисперсант_2,01025.23,False,"Массовая доля цинка, ASTM D6481",% масс,0.0002,0.0002,True
Дисперсант_2,01025.23,False,"Щелочное число, ASTM D2896",мг KOH/г,17.5,17.5,True
Дисперсант_2,typical,False,Индекс полидисперсности,,1.6,1.6,True
Дисперсант_2,typical,False,Кинематическая вязкость,,413.0,413.0,True
Дисперсант_2,typical,False,Класс полиамина,,TEPA,,False
Дисперсант_2,typical,False,"Масса гидрофобного хвоста, г/моль",,2300,2300.0,True
Дисперсант_2,typical,False,Модификация,,Неборированный,,False
Дисперсант_2,typical,False,Номер CAS,,84605-20-9,,False
Дисперсант_2,typical,False,Содержание Азота,,1.1,1.1,True
Дисперсант_2,typical,False,Содержание Бора,,0.0,0.0,True
Дисперсант_2,typical,False,Содержание масла,,50.0,50.0,True
Дисперсант_2,typical,False,Тип сукцинимида,,Моно,,False
Дисперсант_3,01030.23,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,186.1,186.1,True
Дисперсант_3,01030.23,False,"Массовая доля кальция, ASTM D6481",% масс,0.002,0.002,True
Дисперсант_3,01030.23,False,"Массовая доля серы, ASTM D6481",% масс,0.048,0.048,True
Дисперсант_3,01030.23,False,"Массовая доля фосфора, ASTM D6481",% масс,0.002,0.002,True
Дисперсант_3,01030.23,False,"Массовая доля цинка, ASTM D6481",% масс,0.0001,0.0001,True
Дисперсант_3,01030.23,False,"Щелочное число, ASTM D2896",мг KOH/г,21,21.0,True
Дисперсант_3,typical,False,Индекс полидисперсности,,1.6,1.6,True
Дисперсант_3,typical,False,Кинематическая вязкость,,194.0,194.0,True
Дисперсант_3,typical,False,Класс полиамина,,TEPA,,False
Дисперсант_3,typical,False,"Масса гидрофобного хвоста, г/моль",,1300,1300.0,True
Дисперсант_3,typical,False,Модификация,,Борированный,,False
Дисперсант_3,typical,False,Номер CAS,,134758-95-5,,False
Дисперсант_3,typical,False,Содержание Азота,,1.28,1.28,True
Дисперсант_3,typical,False,Содержание Бора,,0.44,0.44,True
Дисперсант_3,typical,False,Содержание масла,,40.0,40.0,True
Дисперсант_3,typical,False,Тип сукцинимида,,Бис,,False
Дисперсант_3,П-23-035,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,182.45,182.45,True
Дисперсант_3,П-23-035,False,"Массовая доля кальция, ASTM D6481",% масс,0.0001,0.0001,True
Дисперсант_3,П-23-035,False,"Массовая доля серы, ASTM D6481",% масс,0.049,0.049,True
Дисперсант_3,П-23-035,False,"Массовая доля фосфора, ASTM D6481",% масс,0.0045,0.0045,True
Дисперсант_3,П-23-035,False,"Массовая доля цинка, ASTM D6481",% масс,0.0001,0.0001,True
Дисперсант_3,П-23-035,False,"Щелочное число, ASTM D2896",мг KOH/г,26,26.0,True
Дисперсант_4,0139.25 ол12,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,215.8,215.8,True
Дисперсант_4,0139.25 ол12,False,"Кислотное число, ГОСТ 11362",мг KOH/г,1.031,1.031,True
Дисперсант_4,0139.25 ол12,False,Цвет | ASTM D1500,ед.,3,3.0,True
Дисперсант_4,0139.25 ол12,False,"Щелочное число, ASTM D2896",мг KOH/г,54.43,54.43,True
Дисперсант_4,0139.25 ол12,False,"Щелочное число, ГОСТ 11362",мг KOH/г,36.23,36.23,True
Дисперсант_4,08.07.24,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,1278.4,1278.4,True
Дисперсант_4,typical,False,Индекс полидисперсности,,1.6,1.6,True
Дисперсант_4,typical,False,Кинематическая вязкость,,215.8,215.8,True
Дисперсант_4,typical,False,Класс полиамина,,TEPA,,False
Дисперсант_4,typical,False,"Масса гидрофобного хвоста, г/моль",,1300,1300.0,True
Дисперсант_4,typical,False,Модификация,,Неборированный,,False
Дисперсант_4,typical,False,Номер CAS,,67762-72-5,,False
Дисперсант_4,typical,False,Содержание Азота,,1.9,1.9,True
Дисперсант_4,typical,False,Содержание Бора,,0.0,0.0,True
Дисперсант_4,typical,False,Содержание масла,,50.0,50.0,True
Дисперсант_4,typical,False,Тип сукцинимида,,Моно,,False
Дисперсант_4,typical,False,"Щелочное число, ASTM D2896",мг KOH/г,54.4,54.4,True
Дисперсант_5,typical,False,Индекс полидисперсности,,1.6,1.6,True
Дисперсант_5,typical,False,Кинематическая вязкость,,216.0,216.0,True
Дисперсант_5,typical,False,Класс полиамина,,TEPA,,False
Дисперсант_5,typical,False,"Масса гидрофобного хвоста, г/моль",,1300,1300.0,True
Дисперсант_5,typical,False,Модификация,,Неборированный,,False
Дисперсант_5,typical,False,Номер CAS,,67762-72-5,,False
Дисперсант_5,typical,False,Содержание Азота,,2.1,2.1,True
Дисперсант_5,typical,False,Содержание Бора,,0.0,0.0,True
Дисперсант_5,typical,False,Содержание масла,,45.0,45.0,True
Дисперсант_5,typical,False,Тип сукцинимида,,Моно,,False
Дисперсант_5,typical,False,"Щелочное число, ASTM D2896",мг KOH/г,45.0,45.0,True
Дисперсант_6,077.25,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,436,436.0,True
Дисперсант_6,077.25,False,"Кислотное число, ГОСТ 11362",мг KOH/г,0.571,0.571,True
Дисперсант_6,077.25,False,Цвет | ASTM D1500,ед.,4.5,4.5,True
Дисперсант_6,077.25,False,"Щелочное число, ASTM D2896",мг KOH/г,22.7,22.7,True
Дисперсант_6,077.25,False,"Щелочное число, ГОСТ 11362",мг KOH/г,16.7,16.7,True
Дисперсант_6,typical,False,Индекс полидисперсности,,1.6,1.6,True
Дисперсант_6,typical,False,Кинематическая вязкость,,413.0,413.0,True
Дисперсант_6,typical,False,Класс полиамина,,TEPA,,False
Дисперсант_6,typical,False,"Масса гидрофобного хвоста, г/моль",,2300,2300.0,True
Дисперсант_6,typical,False,Модификация,,Неборированный,,False
Дисперсант_6,typical,False,Номер CAS,,84605-20-9,,False
Дисперсант_6,typical,False,Содержание Азота,,1.1,1.1,True
Дисперсант_6,typical,False,Содержание Бора,,0.0,0.0,True
Дисперсант_6,typical,False,Содержание масла,,50.0,50.0,True
Дисперсант_6,typical,False,Тип сукцинимида,,Моно,,False
Дисперсант_6,отбор 26.11.24,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,422.6,422.6,True
Дисперсант_6,отбор 26.11.24,False,"Щелочное число, ASTM D2896",мг KOH/г,26.14,26.14,True
Дисперсант_7,typical,False,Индекс полидисперсности,,1.6,1.6,True
Дисперсант_7,typical,False,Кинематическая вязкость,,161.0,161.0,True
Дисперсант_7,typical,False,Класс полиамина,,TEPA,,False
Дисперсант_7,typical,False,"Масса гидрофобного хвоста, г/моль",,1300,1300.0,True
Дисперсант_7,typical,False,Модификация,,Неборированный,,False
Дисперсант_7,typical,False,Номер CAS,,84605-20-9,,False
Дисперсант_7,typical,False,Содержание Азота,,1.29,1.29,True
Дисперсант_7,typical,False,Содержание Бора,,0.0,0.0,True
Дисперсант_7,typical,False,Содержание масла,,50.0,50.0,True
Дисперсант_7,typical,False,Тип сукцинимида,,Бис,,False
Дисперсант_7,typical,False,"Щелочное число, ASTM D2896",мг KOH/г,24.2,24.2,True
Дисперсант_8,typical,False,Индекс полидисперсности,,1.6,1.6,True
Дисперсант_8,typical,False,Кинематическая вязкость,,400.0,400.0,True
Дисперсант_8,typical,False,Класс полиамина,,TEPA,,False
Дисперсант_8,typical,False,"Масса гидрофобного хвоста, г/моль",,2300,2300.0,True
Дисперсант_8,typical,False,Модификация,,Неборированный,,False
Дисперсант_8,typical,False,Номер CAS,,84605-20-9,,False
Дисперсант_8,typical,False,Содержание Азота,,1.2,1.2,True
Дисперсант_8,typical,False,Содержание Бора,,0.0,0.0,True
Дисперсант_8,typical,False,Тип сукцинимида,,Моно,,False
Дисперсант_8,typical,False,"Щелочное число, ASTM D2896",мг KOH/г,25.0,25.0,True
Дисперсант_9,02718.22,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,410,410.0,True
Дисперсант_9,02718.22,False,"Щелочное число, ASTM D2896",мг KOH/г,18.9,18.9,True
Дисперсант_9,typical,False,Индекс полидисперсности,,1.6,1.6,True
Дисперсант_9,typical,False,Кинематическая вязкость,,400.0,400.0,True
Дисперсант_9,typical,False,Класс полиамина,,TEPA,,False
Дисперсант_9,typical,False,"Масса гидрофобного хвоста, г/моль",,2300,2300.0,True
Дисперсант_9,typical,False,Модификация,,Неборированный,,False
Дисперсант_9,typical,False,Номер CAS,,84605-20-9,,False
Дисперсант_9,typical,False,Содержание Азота,,1.1,1.1,True
Дисперсант_9,typical,False,Содержание Бора,,0.0,0.0,True
Дисперсант_9,typical,False,Содержание масла,,50.0,50.0,True
Дисперсант_9,typical,False,Тип сукцинимида,,Моно,,False
Дисперсант_9,typical,False,"Щелочное число, ASTM D2896",мг KOH/г,25.0,25.0,True
Загуститель_1,"01007.22 (8,2%)",False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,339.6,339.6,True
Загуститель_1,01076.24 10% в HVI-4,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,445.5,445.5,True
Загуститель_1,01076.24 10% в HVI-4,False,"Плотность при 15°С, ASTM D4052",кг/м³,844.7,844.7,True
Загуститель_1,01076.24 10% в HVI-4,False,"Плотность при 20°С, ASTM D4052",кг/м³,841.7,841.7,True
Загуститель_1,01277.22,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,335.9,335.9,True
Загуститель_1,"01935.22 (8,2%)",False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,327.5,327.5,True
Загуститель_1,02560.22 (9%вSN-150),False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,451.9,451.9,True
Загуститель_1,"0306.25 9,8% 2гр",False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,508.9,508.9,True
Загуститель_1,03377.23 10% в HVI-4,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,495.6,495.6,True
Загуститель_1,"0396.25 9,8% 2 гр",False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,493.8,493.8,True
Загуститель_1,0420.23 (10%HVI-4Ян),False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,472.66,472.66,True
Загуститель_1,"0435.24 9,8% во 2 гр",False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,469.9,469.9,True
Загуститель_1,0488.23,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,473.7,473.7,True
Загуститель_1,typical,False,"Индекс стабильности, %",,25.0,25.0,True
Загуститель_1,typical,False,Номер CAS,,нет,,False
Загуститель_1,typical,False,Содержание полимера,,100,100.0,True
Загуститель_1,typical,False,Соотношение мономеров (EO:PO),,1.04,1.04,True
Загуститель_1,typical,False,Средневесовая масса,,30000.0,30000.0,True
Загуститель_1,typical,False,Тип полимера,,OCP,,False
Загуститель_2,071.21,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,360,360.0,True
Загуститель_2,0773.22 (8.5%),False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,373.32,373.32,True
Загуститель_2,typical,False,Номер CAS,,нет,,False
Загуститель_2,typical,False,Тип полимера,,OCP,,False
Загуститель_3,"01658.23 8,6% в 2Гр.",False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,446,446.0,True
Загуститель_3,"02984.24 8,6% 2 гр",False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,436.3,436.3,True
Загуститель_3,03277.23,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,439.8,439.8,True
Загуститель_3,typical,False,"Индекс стабильности, %",,15.0,15.0,True
Загуститель_3,typical,False,Номер CAS,,68648-89-5,,False
Загуститель_3,typical,False,Содержание полимера,,100,100.0,True
Загуститель_3,typical,False,Тип полимера,,HSD,,False
Противоизносная_присадка_1,01296.23,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.16,9.16,True
Противоизносная_присадка_1,01296.23,False,"Массовая доля кальция, ASTM D6481",% масс,0.02,0.02,True
Противоизносная_присадка_1,01296.23,False,"Массовая доля фосфора, ASTM D6481",% масс,8.4,8.4,True
Противоизносная_присадка_1,01296.23,False,"Массовая доля цинка, ASTM D6481",% масс,9.1,9.1,True
Противоизносная_присадка_1,02958.22,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.19,9.19,True
Противоизносная_присадка_1,02958.22,False,"Массовая доля серы, ASTM D6481",% масс,16.41,16.41,True
Противоизносная_присадка_1,02958.22,False,"Массовая доля фосфора, ASTM D6481",% масс,8.939,8.939,True
Противоизносная_присадка_1,02958.22,False,"Массовая доля цинка, ASTM D6481",% масс,9.182,9.182,True
Противоизносная_присадка_1,typical,False,Атомное отношение P:Zn,,0.91,0.91,True
Противоизносная_присадка_1,typical,False,"Массовая доля серы, ASTM D6481",% масс,17.6,17.6,True
Противоизносная_присадка_1,typical,False,"Массовая доля фосфора, ASTM D6481",% масс,8.28,8.28,True
Противоизносная_присадка_1,typical,False,"Массовая доля цинка, ASTM D6481",% масс,9.05,9.05,True
Противоизносная_присадка_1,typical,False,Номер CAS,,нет,,False
Противоизносная_присадка_1,typical,False,Разветвленность радикала / радикалов,,метилизобутилкарбинол,,False
Противоизносная_присадка_1,typical,False,Тип спиртового радикала,,Вторичный,,False
Противоизносная_присадка_10,02028.22,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,11.59,11.59,True
Противоизносная_присадка_10,02028.22,False,"Массовая доля фосфора, ASTM D6481",% масс,9.4,9.4,True
Противоизносная_присадка_10,02028.22,False,"Массовая доля цинка, ASTM D6481",% масс,11.1,11.1,True
Противоизносная_присадка_10,02028.22,False,"Щелочное число, ГОСТ 11362",мг KOH/г,16.08,16.08,True
Противоизносная_присадка_10,typical,False,Атомное отношение P:Zn,,0.85,0.85,True
Противоизносная_присадка_10,typical,False,Длина углеродной цепи,,14.8,14.8,True
Противоизносная_присадка_10,typical,False,"Массовая доля серы, ASTM D6481",% масс,17.8,17.8,True
Противоизносная_присадка_10,typical,False,Номер CAS,,нет,,False
Противоизносная_присадка_10,typical,False,Разветвленность радикала / радикалов,,"н-бутил - 70%, изопропил - 30%",,False
Противоизносная_присадка_10,typical,False,Тип спиртового радикала,,Смешанный,,False
Противоизносная_присадка_10,typical,False,"Щелочное число, ASTM D2896",мг KOH/г,18.7,18.7,True
Противоизносная_присадка_11,0242.25,False,"Массовая доля серы, ASTM D6481",% масс,17.42,17.42,True
Противоизносная_присадка_11,0242.25,False,"Массовая доля фосфора, ASTM D6481",% масс,8.6,8.6,True
Противоизносная_присадка_11,0242.25,False,"Массовая доля цинка, ASTM D6481",% масс,9.44,9.44,True
Противоизносная_присадка_11,typical,False,Атомное отношение P:Zn,,0.91,0.91,True
Противоизносная_присадка_11,typical,False,"Массовая доля серы, ASTM D6481",% масс,17.6,17.6,True
Противоизносная_присадка_11,typical,False,"Массовая доля фосфора, ASTM D6481",% масс,8.28,8.28,True
Противоизносная_присадка_11,typical,False,"Массовая доля цинка, ASTM D6481",% масс,9.05,9.05,True
Противоизносная_присадка_11,typical,False,Номер CAS,,нет,,False
Противоизносная_присадка_11,typical,False,Разветвленность радикала / радикалов,,метилизобутилкарбинол,,False
Противоизносная_присадка_11,typical,False,Тип спиртового радикала,,Вторичный,,False
Противоизносная_присадка_17,01077.24 Arkema,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,8.85,8.85,True
Противоизносная_присадка_17,01077.24 Arkema,False,Массовая доля кальция | ASTM D6481,% масс,0.0064,0.0064,True
Противоизносная_присадка_17,01077.24 Arkema,False,Массовая доля серы | ASTM D6481,% масс,18.47,18.47,True
Противоизносная_присадка_17,01077.24 Arkema,False,Массовая доля фосфора | ASTM D6481,% масс,8.706,8.706,True
Противоизносная_присадка_17,01077.24 Arkema,False,Массовая доля цинка | ASTM D6481,% масс,9.328,9.328,True
Противоизносная_присадка_17,01078.24 Celanese,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,8.46,8.46,True
Противоизносная_присадка_17,01078.24 Celanese,False,Массовая доля кальция | ASTM D6481,% масс,0.007,0.007,True
Противоизносная_присадка_17,01078.24 Celanese,False,Массовая доля серы | ASTM D6481,% масс,18.24,18.24,True
Противоизносная_присадка_17,01078.24 Celanese,False,Массовая доля фосфора | ASTM D6481,% масс,8.784,8.784,True
Противоизносная_присадка_17,01078.24 Celanese,False,Массовая доля цинка | ASTM D6481,% масс,8.914,8.914,True
Противоизносная_присадка_17,02692.23,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,10.5,10.5,True
Противоизносная_присадка_17,02692.23,False,Массовая доля кальция | ASTM D6481,% масс,0.003,0.003,True
Противоизносная_присадка_17,02692.23,False,Массовая доля серы | ASTM D6481,% масс,16.5,16.5,True
Противоизносная_присадка_17,02692.23,False,Массовая доля фосфора | ASTM D6481,% масс,8.409,8.409,True
Противоизносная_присадка_17,02692.23,False,Массовая доля цинка | ASTM D6481,% масс,9.541,9.541,True
Противоизносная_присадка_17,typical,False,Атомное отношение P:Zn,,0.92,0.92,True
Противоизносная_присадка_17,typical,False,Длина углеродной цепи,,6,6.0,True
Противоизносная_присадка_17,typical,False,"Массовая доля серы, ASTM D6481",% масс,17.6,17.6,True
Противоизносная_присадка_17,typical,False,"Массовая доля фосфора, ASTM D6481",% масс,8.3,8.3,True
Противоизносная_присадка_17,typical,False,"Массовая доля цинка, ASTM D6481",% масс,9.0,9.0,True
Противоизносная_присадка_17,typical,False,Номер CAS,,нет,,False
Противоизносная_присадка_17,typical,False,Разветвленность радикала / радикалов,,"1,3-диметилбутил (100%)",,False
Противоизносная_присадка_17,typical,False,Тип спиртового радикала,,Вторичный,,False
Противоизносная_присадка_18,01872.24,False,"Массовая доля кальция, ASTM D6481",% масс,0.0006,0.0006,True
Противоизносная_присадка_18,01872.24,False,"Массовая доля серы, ASTM D6481",% масс,16.88,16.88,True
Противоизносная_присадка_18,01872.24,False,"Массовая доля фосфора, ASTM D6481",% масс,8.4,8.4,True
Противоизносная_присадка_18,01872.24,False,"Массовая доля цинка, ASTM D6481",% масс,8.78,8.78,True
Противоизносная_присадка_18,02125.25 (№1),False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,8.286,8.286,True
Противоизносная_присадка_18,02125.25 (№1),False,Массовая доля кальция | ASTM D6481,% масс,0.0001,0.0001,True
Противоизносная_присадка_18,02125.25 (№1),False,Массовая доля серы | ASTM D6481,% масс,17.25,17.25,True
Противоизносная_присадка_18,02125.25 (№1),False,Массовая доля фосфора | ASTM D6481,% масс,8.594,8.594,True
Противоизносная_присадка_18,02125.25 (№1),False,Массовая доля цинка | ASTM D6481,% масс,8.656,8.656,True
Противоизносная_присадка_18,02125.25 (№1),False,"Щелочное число, ASTM D2896",мг KOH/г,10.9,10.9,True
Противоизносная_присадка_18,02126.25 (№2),False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,9.797,9.797,True
Противоизносная_присадка_18,02126.25 (№2),False,Массовая доля кальция | ASTM D6481,% масс,0.0001,0.0001,True
Противоизносная_присадка_18,02126.25 (№2),False,Массовая доля серы | ASTM D6481,% масс,17.03,17.03,True
Противоизносная_присадка_18,02126.25 (№2),False,Массовая доля фосфора | ASTM D6481,% масс,8.532,8.532,True
Противоизносная_присадка_18,02126.25 (№2),False,Массовая доля цинка | ASTM D6481,% масс,9.262,9.262,True
Противоизносная_присадка_18,02126.25 (№2),False,"Щелочное число, ASTM D2896",мг KOH/г,11.1,11.1,True
Противоизносная_присадка_18,typical,False,Атомное отношение P:Zn,,0.83,0.83,True
Противоизносная_присадка_18,typical,False,"Массовая доля серы, ASTM D6481",% масс,17.68,17.68,True
Противоизносная_присадка_18,typical,False,"Массовая доля фосфора, ASTM D6481",% масс,8.09,8.09,True
Противоизносная_присадка_18,typical,False,"Массовая доля цинка, ASTM D6481",% масс,9.7,9.7,True
Противоизносная_присадка_18,typical,False,Номер CAS,,нет,,False
Противоизносная_присадка_18,typical,False,Разветвленность радикала / радикалов,,Бутилоизопропиловый эфир,,False
Противоизносная_присадка_18,typical,False,Тип спиртового радикала,,Первичный,,False
Противоизносная_присадка_18,typical,False,"Щелочное число, ASTM D2896",мг KOH/г,20.4,20.4,True
Противоизносная_присадка_2,01026.23,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,14.75,14.75,True
Противоизносная_присадка_2,01026.23,False,"Массовая доля кальция, ASTM D6481",% масс,0.024,0.024,True
Противоизносная_присадка_2,01026.23,False,"Массовая доля серы, ASTM D6481",% масс,16.58,16.58,True
Противоизносная_присадка_2,01026.23,False,"Массовая доля фосфора, ASTM D6481",% масс,8.13,8.13,True
Противоизносная_присадка_2,01026.23,False,"Массовая доля цинка, ASTM D6481",% масс,9.39,9.39,True
Противоизносная_присадка_2,0112.22,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,13.37,13.37,True
Противоизносная_присадка_2,0112.22,False,"Массовая доля кальция, ASTM D6481",% масс,0,0.0,True
Противоизносная_присадка_2,0112.22,False,"Массовая доля серы, ASTM D6481",% масс,15.95,15.95,True
Противоизносная_присадка_2,0112.22,False,"Массовая доля фосфора, ASTM D6481",% масс,8.22,8.22,True
Противоизносная_присадка_2,0112.22,False,"Массовая доля цинка, ASTM D6481",% масс,9.65,9.65,True
Противоизносная_присадка_2,0112.22,False,"Щелочное число, ASTM D2896",мг KOH/г,19.65,19.65,True
Противоизносная_присадка_2,02622.22,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,13.33,13.33,True
Противоизносная_присадка_2,02622.22,False,"Массовая доля серы, ASTM D6481",% масс,16.97,16.97,True
Противоизносная_присадка_2,02622.22,False,"Массовая доля фосфора, ASTM D6481",% масс,8,8.0,True
Противоизносная_присадка_2,02622.22,False,"Массовая доля цинка, ASTM D6481",% масс,9.25,9.25,True
Противоизносная_присадка_2,02622.22,False,"Щелочное число, ГОСТ 11362",мг KOH/г,14.73,14.73,True
Противоизносная_присадка_2,typical,False,Атомное отношение P:Zn,,0.87,0.87,True
Противоизносная_присадка_2,typical,False,Длина углеродной цепи,,20,20.0,True
Противоизносная_присадка_2,typical,False,"Массовая доля серы, ASTM D6481",% масс,15.0,15.0,True
